Date,Title,Content
200225,"Minister Joly traveling to Johannesburg, South Africa, for G20 Foreign Ministers’ Meeting","News release
February 20, 2025 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, announced today that she is traveling to Johannesburg, South Africa, from February 19 to 21, 2025, to attend the G20 Foreign Ministers’ Meeting.

Minister Joly will meet with her counterparts to discuss pressing geopolitical issues, including Russia’s aggression against Ukraine, the situation in the Middle East and the crisis in Haiti. She will also address peace and security issues in Africa, particularly in Sudan and the Democratic Republic of Congo.

While in Johannesburg, Minister Joly will meet with Ronald Lamola, South Africa’s Minister of International Relations and Cooperation and chair of the meeting. They will exchange views on shared priorities in the context of Canada and South Africa holding the respective G7 and G20 presidencies in 2025.

Throughout her visit, Minister Joly will reaffirm Canada’s commitment to supporting global peace and security, advancing human rights and strengthening international cooperation to address shared challenges.

Quotes
“I look forward to engaging with my G20 counterparts in Johannesburg to address the critical foreign policy issues of our time. Canada remains steadfast in its commitment to working with its international partners to build a stable, just and sustainable global future for all.”

- Mélanie Joly, Minister of Foreign Affairs
Quick facts
Canada established diplomatic relations with South Africa in 1939. They maintain a deep and broad relationship based on shared values of democracy, security and prosperity. Canada’s anti-apartheid efforts within the Commonwealth in the 1980s and our support towards the establishment of a multi-ethnic, multi-racial, democratic society in South Africa strengthened the ties between our countries.

Canada and South Africa are both members of a number of multilateral organizations, including the Commonwealth and the G20, and collaborate on important issues such as women’s empowerment, the environment and climate action, and regional security.

The G20 is the primary forum for international economic cooperation among the world’s leading developed and emerging economies. It was formed in 1999 amid the Asian financial crisis to coordinate macroeconomic policy and financial responses among members.

In 2008, the G20 Summit was elevated to include heads of state and governments in response to the 2008 financial crisis. Since then, G20 leaders have met yearly to discuss pressing global issues, with dedicated ministerial workstreams to address finance, trade, sustainable development, health, agriculture, energy and climate change issues, among others.

The G20 comprises 19 countries and 2 regional unions. The African Union became the G20’s 21st member in 2023."
251224,Statement on the imposition of arbitrary sanctions against Canadian individuals and entities by China,"Statement
December 24, 2024 – Ottawa, Ontario - Global Affairs Canada

Global Affairs Canada today issued the following statement:

“On December 22, 2024, the Government of the People’s Republic of China arbitrarily targeted two Canadian civil society organizations and twenty human rights campaigners with sanctions.

“Global Affairs Canada expresses solidarity with the members of the Canadian Tibet Committee and the Uyghur Rights Advocacy Project and condemns the decision by the Chinese government to punish them for speaking out for human rights.

“The Government of Canada will not tolerate any threats, acts of violence or harassment against people in Canada, or against their families and friends, because of their political opinions or to silence dissenting viewpoints.

“Multiple independent United Nations experts and other established multilateral mechanisms have called on China to respond meaningfully to credible allegations of human rights violations. China must respect its obligations under international law. Canada views scrutiny of its own human rights record as an opportunity to improve its performance, and continues to call on China to do so, as well.

“Canada continues to urge all Canadians in China to exercise a high degree of caution in China due to the risk of arbitrary enforcement of local laws. Global Affairs Canada stands ready to offer consular assistance to any Canadian nationals in China impacted by these sanctions. "
251224,Tribunal Continues Order—Carbon Steel Welded Pipe from China (RR-2023-009),"News release
Ottawa, Ontario, December 24, 2024—The Canadian International Trade Tribunal today continued its order made on March 28, 2019, in expiry review RR‑2018‑001, concerning the dumping and subsidizing of carbon steel welded pipe from the People’s Republic of China.

The Tribunal found that the expiry of the order was likely to result in injury. As such, the Tribunal continued its order. The Canada Border Services Agency will therefore continue to impose anti-dumping and countervailing duties on this product.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters."
101224,Backgrounder – Additional sanctions,"Backgrounder
Effective immediately, Canada is imposing sanctions against 8 Chinese officials for human rights violations. 

Canadian measures
The Special Economic Measures (People’s Republic of China) Regulations impose on listed persons a prohibition on any transaction (effectively, an asset freeze) by prohibiting persons in Canada and Canadians outside Canada from engaging in any activity related to any property of these listed persons or providing financial or related services to them.

The specific prohibitions are set out in the regulations.

Targeted individuals are former or current senior officials involved in human rights violations in China. 

The names of the individuals added to the schedule of these regulations are the following:

Chen Quanguo
Tuniyaz Erkin
Zakir Shohrat
Peng Jiarui
Wu Yingjie
Liujun Huo
Zhang Hongbo
You Quan"
101224,Canada sanctions Chinese officials for human rights violations,"News release
December 10, 2024 – Ottawa, Ontario - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, today announced sanctions under the Special Economic Measures (People’s Republic of China) Regulations against 8 former or current senior officials involved in grave human rights violations in the country.

The sanctions announced today respond to Chinese government-led repression of ethnic and religious minorities in China, including in Xinjiang, Tibet and against those who practise Falun Gong.

As we mark International Human Rights Day on December 10, Canada continues to condemn human rights violations around the world. Canada is deeply concerned over reports that China has arbitrarily detained more than one million people in Xinjiang since 2017, many of whom were held in camps and faced psychological, physical and sexual violence.

Tibetans have also endured human rights violations at the hands of the Chinese government. This includes forced labour, arbitrary detention and restrictions on their rights to freedom of religion or belief, expression, movement and association.

Since 1999, China has tried to eliminate Falun Gong practise in the country through arbitrary arrests, forced labour and torture.

Canada continues to raise concerns regarding human rights violations in China and calls on the Chinese government to uphold its international human rights obligations, including through the United Nations Human Rights Council.

Quotes
“Canada is deeply concerned by the human rights violations in Xinjiang and Tibet and against those who practise Falun Gong. We call on the Chinese government to put an end to this systematic campaign of repression and uphold its international human rights obligations.”

- Mélanie Joly, Minister of Foreign Affairs
Quick facts
In July 2024, Minister Joly visited China and met with Minister Wang Yi to discuss Canada-China relations, human rights and complex global and regional security issues.

In September 2021, Canada announced new measures to address human rights abuses in Xinjiang, China. These measures addressed the risk of goods produced from forced labour from entering Canadian and global supply chains.

In March 2021, Canada enacted the Special Economic Measures (People’s Republic of China) Regulations and imposed sanctions against Chinese officials and a Chinese entity in response to gross and systematic human rights violations that have been committed in China."
261124,Tribunal Initiates Expiry Review—Aluminum extrusions from China,"News release
Ottawa, Ontario, November 25, 2024—The Canadian International Trade Tribunal today initiated an expiry review of its order made on January 13, 2020, in expiry review RR-2018-008, to determine if the expiry of the order is likely to lead to continued or resumed dumping or subsidizing of aluminum extrusions from the People’s Republic of China and is likely to result in injury to the domestic industry.

No later than April 24, 2025, the Canada Border Services Agency will determine if there is a likelihood of resumed or continued dumping and subsidizing. In the event of a positive determination, the Tribunal will determine, no later than October 1, 2025, whether the continued or resumed dumping and subsidizing is likely to result in injury to the domestic industry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s expiry review may do so by filing Form I—Notice of Participation."
211124,"Tribunal Continues Finding—Corrosion-resistant Steel Sheet from China, the Separate Customs Territory of Taiwan, Penghu, Kinmen and Matsu (Chinese Taipei), India and Korea","News release
Ottawa, Ontario, November 20, 2024—The Canadian International Trade Tribunal today continued its finding made on February 21, 2019, in inquiry NQ-2018-004, concerning the dumping corrosion-resistant flat-rolled steel sheet products of carbon steel from the People’s Republic of China, Chinese Taipei, the Republic of India and the Republic of Korea.

The Tribunal found that the expiry of the finding was likely to result in injury. As such, the Tribunal continued its finding. The Canada Border Services Agency will therefore continue to impose anti-dumping duties on this product.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters."
201124,Tribunal Finds Injury—Certain Pea Protein from China,"News release
Ottawa, Ontario, November 19, 2024—The Canadian International Trade Tribunal today found that the dumping and subsidizing of certain pea protein, originating in or exported from the People’s Republic of China, have caused injury to the domestic industry. Anti-dumping and countervailing duties will therefore be collected by the Canada Border Services Agency. The complainants in this case were Nutri-Pea GP Inc. of Portage la Prairie, Manitoba, and Roquette Canada Ltd. of Portage la Prairie, Manitoba.

The Tribunal will issue the reasons for its findings on December 4, 2024.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters. "
191124,"Minister Ng strengthens economic ties at Asia-Pacific Economic Cooperation Ministerial Meeting in Lima, Peru","News release
November 18, 2024 - Ottawa, Ontario - Global Affairs Canada

This week, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, participated in the annual Asia-Pacific Economic Cooperation (APEC) Ministerial Meeting and the APEC Economic Leaders’ Meeting alongside Prime Minister Justin Trudeau, in Lima, Peru.

At APEC, the Prime Minister announced the substantive conclusion of negotiations for a Canada-Indonesia comprehensive economic partnership agreement. The agreement will be a milestone in the Canada-Indonesia relationship and will create jobs for Canadians, attract investment into Canada and open new markets for Canadian businesses. The Prime Minister also announced Canada’s vision to strengthen partnerships, including in the nuclear sector, in the Indo-Pacific region through the Canadian Trade Gateway in Southeast Asia. Part of Canada’s Indo-Pacific Strategy, the gateway will help Canadian businesses grow their presence in the region and strengthen commercial ties between Canada and Indo-Pacific economies.

At the APEC Ministerial Meeting, Minister Ng emphasized Canada’s commitment to working with APEC partners toward strong, sustainable and inclusive growth that benefits Canadians and people across the Indo-Pacific. She also highlighted the increasingly important role of innovation and digital technologies in transitioning to a formal and global economy. Minister Ng reiterated Canada’s support for a rules-based multilateral trading system and underscored Canada’s efforts toward a reformed and modernized WTO.

On the margins of the meeting, Minister Ng met with representatives of Indigenous groups in Peru and of Canadian and Peruvian businesses to discuss key trade issues, including economic empowerment, job creation for Canadians and sustainable growth. The Minister underscored the importance of the Canada-Peru Free Trade Agreement (CPFTA), which has enabled bilateral trade to expand considerably since its establishment in 2009.

In a series of bilateral meetings, Minister Ng spoke with Katherine Tai, United States Trade Representative; Úrsula León, Peru’s Minister of Foreign Trade and Tourism; Budi Santoso, Indonesia’s Minister of Trade; Muto Yoji, Japan’s Minister of Economy, Trade and Industry; Wentao Wang, China’s Minister of Commerce; and Pichai Naripthaphan, Thailand’s Minister of Commerce.

Minister Ng concluded her visit to Peru at the APEC Economic Leaders’ Meeting, at which Canada announced it will host the APEC Business Advisory Council meeting in 2025.

Quotes
“Canada is committed to cooperating with APEC partners on priorities such as inclusive trade and sustainable growth. As Canada strengthens its relationships in the Indo-Pacific, the APEC Ministerial Meeting provides an important platform to advance opportunities for our workers and businesses that drive economic growth for Canada’s middle class.”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development
Quick facts
Canada is a founding member of APEC. Since its establishment in 1989, APEC has become the pre-eminent economic forum in the Asia-Pacific region.

APEC is a leading platform for Canada to advance economic policies in the region to promote free, fair and open trade and investment, as well as to advance inclusive and sustainable growth.

The 21 APEC member economies account for nearly 40% of the world’s population, around half of the global merchandise trade and about 60% of global GDP.

In 2023, fellow APEC economies were the destination for more than 88% of Canada’s merchandise exports. Four of Canada’s top 5 merchandise trading partners are APEC economies.

In 2023, foreign investment in Canada from APEC economies was valued at $866 billion.

Canada and Peru enjoy a strong trade relationship. This is reflected in the growth in bilateral merchandise exports, robust Canadian investment in Peru and a dynamic partnership focused on democracy, human rights, trade, environmental sustainability and development.

This year, Canada and Peru mark 80 years of bilateral relations and the 15th anniversary of the CPFTA. Since the inception of the CPFTA, Canadian investment in Peru has grown sevenfold and merchandise exports from Canada to Peru have doubled. In 2023, bilateral merchandise trade between Canada and Peru was valued at $6.1 billion, and Peru was the third-largest destination for Canadian direct investment in South and Central America, which amounted to over $14 billion."
131124,"Minister Ng to attend annual Asia-Pacific Economic Cooperation Ministerial Meeting in Lima, Peru","News release
November 12, 2024 - Ottawa, Ontario - Global Affairs Canada

This week, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, will participate in the annual Asia-Pacific Economic Cooperation (APEC) Ministerial Meeting, which will be held in Lima, Peru, from November 13 to 16, 2024.

This meeting will provide an opportunity for Canada to advance its international trade and investment priorities, including:

advocating for inclusive trade, economic empowerment and growth that benefits everyone
promoting sustainable and interconnected growth
supporting the rules-based multilateral trading system, with the WTO at its core
advancing efforts toward a reformed and modernized WTO that ensures fair competition, a level playing field for businesses and sustainable and inclusive trade so that it remains relevant in an ever-changing world.
While in Lima, the Minister will meet with international partners and Canadian business representatives to discuss further collaboration on trade and investment. She will also highlight key milestones in the Canada-Peru bilateral relationship, including the 15-year anniversary of the Canada-Peru Free Trade Agreement as well as the 80-year anniversary of Canada-Peru diplomatic relations; both of which continue to benefit a wide range of Canadian exporters and service providers from coast to coast to coast. 

Quotes
“Canada’s commitment to deepening engagement in the Indo-Pacific is stronger than ever, and the APEC Ministerial Meeting offers a vital opportunity to drive our trade agenda forward for Canadians. This platform allows us to strengthen our economic ties with key partners, promote sustainable growth and champion inclusive prosperity. I am eager to collaborate with my international counterparts to build a resilient and dynamic economy that benefits Canada’s middle class now and into the future.”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development
Quick facts
Canada is a founding member of APEC. Since its establishment in 1989, APEC has become the pre-eminent economic forum in the Asia-Pacific region.

APEC is a leading platform for Canada to advance economic policies in the region to promote free, fair and open trade and investment, as well as to advance inclusive and sustainable growth.

The 21 APEC member economies account for nearly 40% of the world’s population, around half of the global merchandise trade and about 60% of global GDP.

In 2023, fellow APEC economies were the destination for more than 88% of Canada’s merchandise exports. Four of Canada’s top 5 merchandise trading partners are APEC economies.

In 2023, foreign investment in Canada from APEC economies was valued at $866 billion.

2024 marks 80 years of bilateral relations between Canada and Peru and the 15th anniversary of the Canada-Peru Free Trade Agreement

Canada and Peru enjoy a strong trade relationship, as reflected by the growth in bilateral merchandise exports and the strong Canadian investment in Peru, as well as a dynamic partnership focused on democracy, human rights, trade, environmental sustainability and development.

In 2023, bilateral merchandise trade between Canada and Peru was valued at $6.1 billion, and Peru was the third-largest destination for Canadian direct investment in South and Central America, which amounted to over $14 billion."
051024,"Tribunal Finds Injury—Certain Wire Rod from China, Egypt and Vietnam","News release
Ottawa, Ontario, October 4, 2024—The Canadian International Trade Tribunal today found that the dumping of certain wire rod, originating in or exported from People’s Republic of China, the Arab Republic of Egypt and the Socialist Republic of Vietnam, has caused injury to the domestic industry. Anti-dumping duties will therefore be collected by the Canada Border Services Agency. The complainant in this case was Ivaco Rolling Mills 2004 LP of L’Original, Ontario.

The Tribunal will issue the reasons for its finding on October 18, 2024.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters."
200924,"Tribunal Continues Finding—Cold-rolled Steel from China, Korea and Vietnam","News release
Ottawa, Ontario, September 19, 2024—The Canadian International Trade Tribunal today continued its finding made on December 21, 2018, in inquiry NQ‑2018‑002, concerning the dumping and subsidizing of cold‑rolled steel from the People’s Republic of China, the Republic of Korea and the Socialist Republic of Vietnam.

The Tribunal found that the expiry of the finding was likely to result in injury. As such, the Tribunal continued its finding. The Canada Border Services Agency will therefore continue to impose anti-dumping and countervailing duties on this product.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters."
010924,Statement on the second anniversary of the UN assessment on human rights situation in Xinjiang,"Statement
August 31, 2024 - Ottawa, Ontario - Global Affairs Canada

Today, Global Affairs Canada issued the following statement:

“Two years have passed since the UN Office of the High Commissioner for Human Rights released a landmark assessment, detailing grave human rights violations in the Xinjiang Uyghur Autonomous Region of China. The assessment describes serious human rights violations that have been committed in Xinjiang, and notes that the extent of arbitrary and discriminatory detention of Uyghurs and other Muslim ethnic minorities may constitute international crimes, in particular crimes against humanity.

“After the assessment was released, Canada called on the Chinese government to uphold its international human rights obligations and respond to the grave concerns and assessment recommendations.

“Two years later, China has not taken meaningful steps to address these concerns despite ongoing calls from Canada, other governments, UN experts, human rights organizations, victims’ groups and the global Uyghur diaspora. 

“Reports continue to point to systemic human rights violations by Chinese authorities. Uyghurs are forced into labour in Xinjiang and elsewhere in China. Religious practice, particularly Islam, is limited, with mosques being the first to be massively targeted. 

“UN experts have also expressed concerns that children are being forced into state-run residential schools in Xinjiang and other parts of China. Instead of addressing these concerns with transparency, China denied the findings and blocked discussion at the UN Human Rights Council.

“Canada’s Minister of Foreign Affairs Mélanie Joly has raised Canada’s concerns with Wang Yi, China’s Director of the Office of the Central Commission for Foreign Affairs and Minister of Foreign Affairs, and Canada’s Ambassador to the People’s Republic of China Jennifer May also raised them with local officials during her recent visit to Xinjiang.

“Canada calls on China to address the concerns raised in the UN assessment and to implement its recommendations without delay. This includes allowing UN independent experts access to Xinjiang and to other regions of China to assess conditions.

“Canada will continue to work with its international partners to address the situation in Xinjiang and to ensure the Chinese government is held accountable for its actions.”"
220824,Tribunal Continues Finding—Sucker Rods from China,"News release
Ottawa, Ontario, August 21, 2024—The Canadian International Trade Tribunal today continued its finding made on December 14, 2018, in inquiry NQ-2018-001, concerning the dumping and subsidizing of sucker rods from the People’s Republic of China.

The Tribunal found that the expiry of the finding was likely to result in injury. As such, the Tribunal continued its finding. The Canada Border Services Agency will therefore continue to impose anti-dumping and countervailing duties on this product.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters."
130824,"Tribunal Initiates Expiry Review—Circular Copper Tube from Brazil, Greece, Korea, Mexico and China","News release
Ottawa, Ontario, August 12, 2024—The Canadian International Trade Tribunal today initiated an expiry review of its orders made on September 25, 2019, in expiry review RR-2018-005, to determine if the expiry of the orders is likely to lead to continued or resumed dumping of circular copper tube from the Federative Republic of Brazil, the Hellenic Republic, the People’s Republic of China, the Republic of Korea and the United Mexican States, or subsidizing of the aforementioned goods from the People’s Republic of China, and is likely to result in injury to the domestic industry.

No later than January 9, 2025, the Canada Border Services Agency will determine if there is a likelihood of resumed or continued dumping or subsidizing. In the event of a positive determination, the Tribunal will determine, no later than June 18, 2025, whether the continued or resumed dumping or subsidizing is likely to result in injury to the domestic industry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s expiry review may do so by filing Form I—Notice of Participation. "
300724,Tribunal Initiates Expiry Review—Thermoelectric Coolers and Warmers from China,"News release
Ottawa, Ontario, July 29, 2024—The Canadian International Trade Tribunal today initiated an expiry review of its order made on September 5, 2019, in expiry review RR-2018-004, to determine if the expiry of the order is likely to lead to continued or resumed dumping or subsidizing of thermoelectric coolers and warmers from the People’s Republic of China and is likely to result in injury to the domestic industry.

No later than December 24, 2024, the Canada Border Services Agency will determine if there is a likelihood of resumed or continued dumping or subsidizing. In the event of a positive determination, the Tribunal will determine, no later than June 2, 2025, whether the continued or resumed dumping or subsidizing is likely to result in injury to the domestic industry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s expiry review may do so by filing Form I—Notice of Participation."
250724,Tribunal Continues Order—Seamless Carbon or Alloy Steel Oil and Gas Well Casing from China,"News release
Ottawa, Ontario, July 24, 2024—The Canadian International Trade Tribunal today continued its order made on November 28, 2018, in expiry review RR‑2017‑006, concerning the dumping and subsidizing of seamless carbon or alloy steel oil and gas well casing from the People’s Republic of China.

The Tribunal found that the expiry of the order was likely to result in injury. As such, the Tribunal continued its order. The Canada Border Services Agency will therefore continue to impose anti-dumping and countervailing duties on this product.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters."
240724,Tribunal Initiates Final Injury Inquiry—Pea Protein from China,"News release
Ottawa, Ontario, July 23, 2024—The Canadian International Trade Tribunal today initiated an inquiry to determine whether the dumping and subsidizing of pea protein originating in or exported from the People’s Republic of China have caused injury or retardation or are threatening to cause injury. This final injury inquiry was initiated further to a notice received from the Canada Border Services Agency stating that preliminary determinations had been made respecting the dumping and subsidizing of the above-mentioned goods.

On November 19, 2024, the Tribunal will determine whether the dumping and subsidizing have caused injury or retardation or are threatening to cause injury to the domestic industry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s inquiry may do so by filing Form I—Notice of Participation."
200724,"Minister Joly meets with China’s Director of the Office of the Central Commission for Foreign Affairs and Minister of Foreign Affairs, Wang Yi","Readout
July 19, 2024 - Beijing, People’s Republic of China - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, paid an official visit today to Beijing, People’s Republic of China, at the invitation of Wang Yi, China’s Director of the Office of the Central Commission for Foreign Affairs and Minister of Foreign Affairs.

Minister Joly’s visit reaffirms the Minister’s commitment to pragmatic engagement with China and the development of sound and stable bilateral relations that advance and protect Canadian interests, contribute to security and stability, and enhance deep and historic people-to-people ties.

During the visit, the two Ministers held an extended bilateral meeting during which the Ministers discussed the opportunities and challenges in the bilateral relationship as well as a wide range of global issues of common concern, including Russia’s invasion of Ukraine, the Israel-Hamas conflict and tensions in the Korean peninsula. Both sides committed to greater coordination on shared issues in APEC and other appropriate multilateral fora. 

Minister Joly stated that Canada would continue to defend our democracy and the values it has always stood for, including human rights, the rule of law, and the principles enshrined in the UN Charter, as Canada does consistently in its international engagement. The Minister reaffirmed Canada’s One-China Policy, which remains unchanged.

During their engagements, the two Ministers took note of recent positive developments in relations, including the resumption of consular consultations, and the recent exchanges at senior levels. The two sides discussed their market access concerns and indicated a willingness to explore opportunities to strengthen engagement in the areas of trade, environmental protection and climate response, and in combating the harm caused by illicit drugs such as fentanyl. Recalling the rich ties between the people of both countries, they agreed to advance concrete measures for promoting people-to-people ties, including for tourists and students.

Minister Joly reiterated the importance of diplomatic relations that fully respect the Vienna conventions on consular and diplomatic relations, which codify the rules for the exchange, treatment, and behaviour of representatives abroad, and form the bedrock for the conduct of mutually respectful relations.

The Ministers agreed on the importance of maintaining open lines of communication and committed to holding regular discussions at the ministerial level, including on peace and security, and trade."
180724,Minister Joly to visit the People’s Republic of China,"News release
July 18 – Seoul, South Korea - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, today announced that she is visiting Beijing, People’s Republic of China, on July 19, 2024, at the invitation of Wang Yi, China’s Director of the Office of the Central Commission for Foreign Affairs and Minister of Foreign Affairs.

While in Beijing, Minister Joly will meet with Minister Wang Yi to discuss Canada-China relations as well as complex global and regional security issues. The Ministers will also discuss possible avenues for collaboration on common challenges. They will also exchange views on concrete ways to enhance the already deep ties between the people of Canada and China.

Quotes
“As the world faces increasingly complex and intersecting global issues, Canada is committed to engaging pragmatically with a wide range of countries to advance our national interests and uphold our values. As described in Canada’s Indo-Pacific Strategy, we must maintain open lines of communication and use diplomacy to challenge where we ought to, while seeking cooperation in areas that matter most to Canadians. I look forward to a productive meeting.”

- Mélanie Joly, Minister of Foreign Affairs
Quick facts
Canada’s relationship with China is long-standing and dates from well before the signing of the Joint Communiqué of the People's Republic of China and the Government of' Canada concerning the Establishment of Diplomatic Relations between China and Canada in 1970.

Strong people-to-people ties link Canada and China: over 1.8 million Canadian residents are of Chinese origin. Chinese is Canada’s third most spoken language after English and French. Tourism flows and ongoing cultural exchanges enrich bilateral linkages.

In 2023, China remained the second largest single country trading partner to Canada, totaling $119.7B in two-way merchandise trade. Canadian merchandise exports to China were $30.5B, 6.2% higher than 2022, while merchandise imports were $89.2B."
250624,Tribunal Initiates Expiry Review—Silicon Metal from China,"News release
Ottawa, Ontario, June 24, 2024—The Canadian International Trade Tribunal today initiated an expiry review of its order made on August 22, 2019, in expiry review RR‑2018‑003, to determine if the expiry of the order is likely to lead to continued or resumed dumping or subsidizing of silicon metal from the People’s Republic of China and is likely to result in injury to the domestic industry.

No later than November 21, 2024, the Canada Border Services Agency will determine if there is a likelihood of resumed or continued dumping or subsidizing. In the event of a positive determination, the Tribunal will determine, no later than April 30, 2025, whether the continued or resumed dumping or subsidizing is likely to result in injury to the domestic industry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s expiry review may do so by filing Form I—Notice of Participation.

"
240624,Global Affairs Canada’s statement on visit to Xinjiang Autonomous Region by Canada’s Ambassador to China,"Statement
June 23, 2024 - Ottawa, Ontario - Global Affairs Canada

Global Affairs Canada today issued the following statement on the visit of Ambassador of Canada to China Jennifer May to Xinjiang Uyghur Autonomous Region, China from June 19 to 22, 2024:

“Ambassador May’s visit to Xinjiang was part of Canada’s diplomatic engagement with Chinese officials and served as an opportunity to communicate Canadian concerns about the human rights situation directly to the leadership of Xinjiang.

“During her visit, Ambassador May met with Xinjiang Party Secretary MA Xingrui and other senior officials of the regional government of Xinjiang.

“Ambassador May raised concerns over credible reports of systematic violations of human rights occurring in Xinjiang affecting Uyghurs and other Muslim ethnic minorities, including those raised by UN experts, and the UN Office of the High Commissioner for Human Rights. She expressed Canada’s concerns over limits on Uyghur-language education and the practice of forcibly placing Uyghur children into residential schools.

“Ambassador May also reiterated Canada’s calls for China to allow UN independent experts unfettered access to all regions of China, including Xinjiang.

“Global Affairs Canada consulted key diaspora and civil society stakeholders in advance of this visit.”"
210624,Tribunal Issues Determination of Reasonable Indication of Injury—Pea Protein from China,"News release
Ottawa, Ontario, June 20, 2024—The Canadian International Trade Tribunal today determined that there is a reasonable indication that the dumping and subsidizing of pea protein from the People’s Republic of China have caused injury or are threatening to cause injury to the domestic industry.

The Tribunal’s inquiry was conducted pursuant to the Special Import Measures Act as a result of the initiation of dumping and subsidizing investigations by the Canada Border Services Agency (CBSA). The CBSA will continue its investigations and, by July 19, 2024, will issue preliminary determinations.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters."
