Date,Title,Content,Source
181024,Minister Ng announces launch of public consultations on Canada’s ban on import of goods produced by forced labour,"News release
October 16, 2024 - Ottawa, Ontario - Global Affairs Canada

Today, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, announced the launch of public consultations on potential new measures to strengthen the enforcement, under the Canada-United States-Mexico Agreement (CUSMA) and in alignment with the United States and Mexico, of Canada’s ban on the import of goods produced by forced labour.

These consultations will complement the public consultations held in October 2023 on the eradication of forced labour from the country’s supply chains. 

Canadians can begin sharing their views on the potential new measures on October 16, 2024.

Quotes
“Our government is committed to eliminating forced labour from, and tackling exploitation in, global supply chains. These consultations will help inform us on how to shape the effective enforcement of Canada’s ban on the import of goods produced by forced labour. They will also help us work in collaboration with our CUSMA partners and strengthen the protection of workers’ labour rights around the globe.”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development
Quick facts
In July 2020, Canada implemented an import ban under the Customs Tariff, making it illegal to import goods wholly or in part produced by forced labour. This ban implemented Canada’s commitments under CUSMA.

The government introduced further amendments to Canadian law in January 2024, expanding this prohibition to include goods made using child labour.

Related products
Background information: Public consultations on Canada’s strengthened forced labour import prohibition
Associated links
Public consultations on Canada-United States-Mexico Agreement commence
Share your views
Privacy notice
Fighting Against Forced Labour and Child Labour in Supply Chains Act",Canada
171024,Joint statement on establishing Multilateral Sanctions Monitoring Team for implementation of UN Security Council resolutions on Democratic People’s Republic of Korea,"Statement
October 16, 2024- Ottawa, Ontario - Global Affairs Canada

“We, the participating states of the Multilateral Sanctions Monitoring Team (MSMT), are aligned in our commitment to upholding international peace and security, safeguarding the global non-proliferation regime and addressing the threat arising from the Democratic People’s Republic of Korea’s (DPRK’s) weapons of mass destruction and ballistic missile programs, which are in violation of UN Security Council resolutions (UNSCRs).

“In light of the veto which disbanded the UN Security Council’s 1718 Committee Panel of Experts this year, we hereby express our intention to establish the MSMT, a multilateral mechanism to monitor and report violations and evasions of the sanction measures stipulated in the relevant UNSCRs. The goal of the new mechanism is to assist in the full implementation of UN sanctions on the DPRK by publishing information based on rigorous inquiry into sanctions violations and evasion attempts.

“We underscore our shared determination to fully implement relevant UNSCRs regarding the DPRK; reaffirm that the path to dialogue remains open; and call on all states to join global efforts to maintain international peace and security in the face of the ongoing threats from the DPRK.”

Signed: Australia, Canada, France, Germany, Italy, Japan, Netherlands, New Zealand, Republic of Korea, U.K, and U.S.",Canada
280924,Minister Hussen concludes participation at 79th session of UN General Assembly,"News release
September 27, 2024 - Ottawa, Ontario - Global Affairs Canada

The Honourable Ahmed Hussen, Minister of International Development, today concluded a successful 2 days of meetings and events as part of Canada’s delegation to the High-Level Week of the United Nations General Assembly’s (UNGA’s) 79th session in New York City, New York.

While in New York, Minister Hussen co-hosted a special event for the Generation Unlimited (GenU) Global Leadership Council at the Permanent Mission of Canada to the UN. This high-profile event marked the start of Canada’s and Qatar’s new roles as lead governments for GenU, a world-class public-private-youth partnership aimed at co-creating and delivering support for safe and inclusive education and skills training. The occasion also highlighted recently announced investments in GenU by Canada of $40 million and by Qatar of $40 million USD. 

Afterward, at a ministerial working meeting on the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA), Minister Hussen underscored Canada’s support for UNRWA and the agency’s crucial role in providing essential services, humanitarian assistance and stability to Palestinian refugees. Canada remains committed to contributing to efforts that will help uphold peace and human dignity in the region.

The Minister also participated in a high-level ministerial meeting on the current situation in Gaza during which he reaffirmed the urgent need for a ceasefire and Canada’s support for a peaceful resolution to the conflict, stressing the importance of a 2-state solution that ensures security, dignity and prosperity for both Israelis and Palestinians. Canada continues to advocate for the protection of all civilians and humanitarian workers, in accordance with international humanitarian law.

On Friday, the Minister delivered remarks at the Foreign Ministry Channel for Global Health Security ministerial meeting, organized by the United States. At the meeting, Minister Hussen reflected on the domestic, regional and global implications of ongoing and emerging health security threats, including antimicrobial resistance and mpox. 

The Minister also co-hosted a ministerial meeting with Antony Blinken, U.S. Secretary of State, and Caspar Veldkamp, Minister of Foreign Affairs of the Netherlands, on maritime safety and security in the Indo-Pacific, at which he discussed the importance of upholding international law in the maritime domain and underscored implications for international peace and prosperity.

During the UNGA, Minister Hussen also engaged with counterparts and senior officials from around the world, discussing shared priorities, including climate action, global health, security, and support for the SDGs. These meetings underscored Canada’s role as a leader in international development and its commitment to fostering global partnerships.

Quotes
“It’s clearer than ever before that Canada must continue to work closely with our international partners to address pressing global issues and explore new opportunities for collaboration. Our responsibility remains certain: to act decisively and cooperatively in order to build a more stable, equitable and sustainable future for everyone.”

- Ahmed Hussen, Minister of International Development
Quick facts
The UNGA High-Level Week and the Summit of the Future are taking place from September 22 to 30, 2024. During this time, world leaders, ministers, senior officials, policy makers, experts and civil society advocates are participating in a number of high-level events to discuss current global issues.

Canada is the sixth-largest donor to the UN, with voluntary and assessed contributions totaling over $2.6 billion in 2022.

Canada has been active at the UN since its creation in 1945 and played a key role in drafting the UN Charter, the treaty that is the cornerstone of the rules-based international order.

Related products
Prime Minister advances progress and prosperity at the United Nations General Assembly and the Summit of the Future
Canada announces over $200 million in initiatives at the 79th Session of the United Nations General Assembly
Canada announces new support for global polio eradication efforts
Canada increases development cooperation with Qatar
Canada announces $65 million in international assistance funding to support needs of Palestinians
Associated links
Canada and the United Nations
Transforming Our World: The 2030 Agenda for Sustainable Development
Summit of the Future
The 2030 Agenda for Sustainable Development
UN Charter",Canada
260924,Minister Joly participates in the Summit of the Global Coalition to Address Synthetic Drug Threats,"Readout
September 26, 2024 - New York City, United States of America - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, participated in a summit of the Global Coalition to Address Synthetic Drug Threats hosted by the President of the United States, Joe Biden, on the margins of the 79th Session of the United Nations General Assembly.

Building on the successful work of the Coalition over the past year, the event highlighted the need to continue driving international action to disrupt the illegal production, distribution, trafficking and sale of synthetic drugs, detect emerging drug threats and promote public health interventions and prevention services.

In her remarks, Minister Joly highlighted Canada’s efforts to combat one of the most serious and deadly public health crises of our time. She noted that Canada is focused on providing timely access to a full range of strategies to help people access the prevention, harm reduction, treatment, or recovery services and supports they need, when and where they need them. She noted the $25 billion investment Canada has made in critical health priorities such as increasing access to mental health and substance use services and supports.

Minister Joly welcomed the wide range of initiatives highlighted by the Coalition, and encouraged countries to act together, with purpose and commitment, to reduce the public health and public security threats posed by synthetic drugs. She pledged to continue domestic efforts to address the illegally manufactured and powerful synthetic drug supply that is driving the overdose crisis and to strengthen multilateral efforts to address the increasing threats of synthetic drugs and organized crime.",Canada
240924,Joint Statement on Creation of Joint Task Force to Negotiate Beaufort Sea Boundary,"Statement
September 24, 2024 – New York, New York - Global Affairs Canada

 The text of the following statement was released by the Governments of Canada and the United States of America on the occasion of the creation of a joint task force on the Beaufort Sea Boundary:

“In a rapidly changing Arctic marked by new challenges and increased strategic competition, the region has become a growing focus for the United States and Canada. Our common interests in the region have served as the foundation of our bilateral Arctic relations for many decades and will continue to guide our Arctic cooperation in the future.

“To further our cooperation in the Arctic, Canada and the United States are announcing the creation of a joint Canada-U.S. task force to undertake negotiations on the maritime boundary in the Beaufort Sea, including resolving the overlap in the continental shelf in the Central Arctic Ocean. The area at issue is situated north of Alaska, Yukon and the Northwest Territories.

“The task force is expected to begin negotiations this fall and reflects the commitment of the United States and Canada to clarify our shared northern boundary through cooperative bilateral negotiation and meaningful engagement with state, territorial and Indigenous partners.

“Canada and the United States will work collaboratively toward a final agreement that will provide clarity on our Arctic maritime boundaries, bearing in mind the responsible conservation and sustainable use of Arctic resources for the mutual benefit of Americans and Canadians, including Indigenous Peoples.”",Canada
100924,Canada further challenges U.S. softwood lumber duties,"Statement
September 9, 2024 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, today issued the following statement to announce that Canada will challenge the final results of the U.S. Department of Commerce’s fifth Canadian softwood lumber reviews.

“Today, Canada took the necessary steps to begin two legal challenges under the Canada-United States-Mexico Agreement (CUSMA) of the U.S. Department of Commerce’s decision to increase softwood lumber duties: one contesting U.S. anti-dumping duties and the other contesting U.S. countervailing duties.

“In its most recent annual reviews of softwood lumber duty rates, the United States further increased the unfair and unjust duties on Canadian softwood lumber, hurting Canadian industry and jobs and increasing housing costs in both countries.

“Canada has consistently contested U.S. decisions imposing duties on Canadian softwood lumber products under CUSMA and NAFTA and at the United States Court of International Trade.

“In every meeting I have with Katherine Tai, United States Trade Representative, including only a couple of weeks ago, I emphasize the benefit of finding a mutually beneficial solution that creates greater opportunities in the forestry sectors in Canada and the United States. I will continue to advocate for Canada’s softwood lumber industry, its workers and the communities that rely on it.

“Canada remains ready to seek a resolution that would provide the stability and predictability the sector needs to ensure its continued growth and success.”",Canada
300824,"Minister Ng meets with United States Trade Representative Katherine Tai in Washington, D.C.","Readout
August 29, 2024 - Washington, D.C. - Global Affairs Canada

Today, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, concluded a visit to Washington, D.C., where she advanced work on a number of important economic and trade files.

Minister Ng met with United States Trade Representative Katherine Tai to advance collaboration on shared priorities and make life better for both Canadians and Americans.

Minister Ng highlighted the importance of working on economic security in both countries to ensure greater economic and supply chain resilience. In this context, the Minister underscored Canada’s recently announced measures to address certain non-market practices and policies related to electric vehicles as well as steel and aluminum.

In addition, Minister Ng raised the issue of U.S. duties on Canadian softwood lumber products and discussed the need to move forward in a mutually beneficial manner that would create greater predictability and stability in the forestry sectors of both countries. Ambassador Tai raised concerns with Canada’s Digital Services Tax, which Minister Ng defended as fair, non-discriminatory and consistent with Canada’s international trade obligations.

In her role as co-lead of the Team Canada Engagement Strategy, Minister Ng also participated in a working lunch with members of the Canadian American Business Council (CABC) at which she highlighted opportunities to expand the Canada-U.S. economic and trade relationship. She encouraged CABC members to use their voices to highlight the importance of our countries’ integrated economies and supply chains to our shared prosperity and economic security.",Canada
270824,"Minister Ng to visit Washington, D.C.","News release
August 27, 2024 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, today announced she will visit Washington, D.C., on August 28, 2024.

Minister Ng will meet with United States Trade Representative Katherine Tai to advance collaboration on shared Canada-United States trade priorities such as economic security, secure and resilient supply chains and the electric vehicle sector. The Minister will also address other trade issues, including U.S. duties on Canadian softwood lumber products.",Canada
220824,Public consultations on Canada-United States-Mexico Agreement commence,"News release
August 21, 2024 - Ottawa, Ontario - Global Affairs Canada

The Canada-United States-Mexico Agreement (CUSMA) is a high-standard, high-ambition agreement that promotes the integration of Canadian SMEs into regional and global supply chains, while advancing the rights of our workers and our environmental priorities. The Agreement provides a stable, rules-based, and predictable trading environment for Canadian enterprises in North America.

This week the Government of Canada launched public consultations to gather Canadians’ views on CUSMA. The consultations will provide Canadians with an opportunity to share their views on and experiences with key areas of CUSMA, including elements of the agreement that are working well and those that can be further improved.

The feedback received from these consultations will inform Canada’s priorities in preparation for the first joint review of CUSMA by Canada, the United States and Mexico in 2026 and ahead of Canada’s chairing of the 5th meeting of the CUSMA Free Trade Commission, in 2025.

To participate in the consultations, Canadians are encouraged to review information provided at the page linked below. The consultations will be held until October 31, 2024.

Quick facts
In 2020, CUSMA replaced the North American Free Trade Agreement. CUSMA continues to safeguard Canada’s preferential market access in the United States and Mexico.

CUSMA spans a market of around 500 million people and represents nearly 30% of the global economy.

In 2023, the 3 countries imported a total value of close to $2 trillion in merchandise from each other—an increase of 3.4% from 2022. That’s nearly $5.3 billion in trade that crossed their borders every day.",Canada
140824,Statement by Minister Ng on U.S. Department of Commerce fifth review of duties on Canadian softwood lumber,"Statement
August 13, 2024 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, today issued the following statement on the final results of the U.S. Department of Commerce’s fifth administrative review of anti-dumping and countervailing duties on certain Canadian softwood lumber products:

“Canada is extremely disappointed that the U.S. Department of Commerce has significantly increased its unfair and unwarranted duties on softwood lumber from Canada, from 8.05% to 14.54%.

“Baseless and unfair U.S. duties on softwood lumber unjustifiably harm consumers and producers on both sides of the border. This latest measure will negatively impact workers and their communities. U.S. consumers and businesses that need Canadian lumber will bear the burden of these duties, making housing even less affordable for Americans.

“It is in the best interests of both Canada and the United States to find a lasting resolution to this long-standing dispute. We will always fight for the best interest of Canadians and continue to use all available avenues to vigorously defend the workers, businesses, and communities who rely on softwood lumber for their livelihoods. These include litigation under NAFTA and the Canada-United States-Mexico Agreement, at the U.S. Court of International Trade and at the WTO.”

Quick facts
The U.S. Department of Commerce (Commerce) conducts a yearly review of its anti-dumping (AD) and countervailing duty (CVD) orders.
Commerce initiated the fifth administrative reviews of its softwood lumber AD and CVD duty orders on March 14, 2023. It issued the preliminary results of these reviews on February 1, 2024.
Commerce issued its final results on August 13, 2024. The new combined duty rate that will apply to most softwood lumber exports is 14.54% compared to the previous rate of 8.05% from the fourth administrative reviews.
The new rate will be applied retroactively to exports made in 2022 and will apply to new exports of softwood lumber products to the United States from companies that were subject to the fifth administrative reviews.
Associated links
Minister Ng welcomes NAFTA dispute panel ruling regarding U.S. countervailing duties on Canadian softwood lumber
Statement by Minister Ng on U.S. Department of Commerce preliminary review of duties on Canadian softwood lumber
Statement by Minister Ng on U.S. duty rates on Canadian softwood lumber
Frequently asked questions: Softwood lumber
Background: Canada-United States softwood lumber trade",Canada
020824,Canada and United States conclude negotiations on Technology Safeguards Agreement,"News release
August 2, 2024 - Halifax, Nova Scotia - Global Affairs Canada

The Honourable Sean Fraser, Minister of Housing, Infrastructure and Communities, today announced on behalf of the Honourable Mélanie Joly, Minister of Foreign Affairs, and the Honourable François-Philippe Champagne, Minister of Innovation, Science and Industry, that Canada and the United States have concluded substantive negotiations for a Technology Safeguards Agreement (TSA). The Canada-United States TSA, upon its entry into force, will establish the legal and technical safeguards needed to allow the use of U.S. space launch technology, expertise and data for space launches in Canada while ensuring the proper handling of sensitive U.S. technology.

Enabling Canadian space launch capability will support the growth of the commercial space launch industry in Canada, while providing new opportunities for the sector and encouraging innovation and research.

Both sides will now carry out a final review of the negotiated text and seek to obtain necessary domestic authorizations for the signing of the agreement.

Quotes
“Canada's vibrant and growing commercial space launch industry relies on its ability to collaborate across borders. The conclusion of negotiations between Canada and the United States means that we are one step closer to finalizing this agreement, which, when in force, will position our country to be a global leader in commercial space launch.”

-    Mélanie Joly, Minister of Foreign Affairs
“The Canadian space sector is driven by innovation and growth. Today’s announcement represents a major milestone in advancing an agreement that will pave the way for a thriving commercial space launch industry in Canada. This development not only enhances the sector’s diversity but also strengthens its global competitiveness, reinforcing Canada’s position as a leader in space exploration and technology.""

-   François-Philippe Champagne, Minister of Innovation, Science and Industry
“The achievements in Canada’s space sector have long been an inspiration for all Canadians. Maritime Launch, here at home in Nova Scotia, is a tremendous example. I am proud to stand with them today as we take this huge step forward – a step that will bring new economic opportunities, create new jobs, support national security and encourage innovation and research.”

-    Sean Fraser, Minister of Housing, Infrastructure and Communities
“Cape Breton—Canso is currently at the forefront of so many emerging industries and economic opportunities, and today we move closer toward the final frontier, commercial spaceflight. We are proud to be home to Canada’s first commercial spaceport, and our government is proud to announce this agreement with the United States to expand our nation’s capabilities within this new sector.”

-    Mike Kelloway, Member of Parliament for Cape Breton—Canso
“We are pleased that the Government of Canada has completed negotiations with the United States on a Technology Safeguards Agreement. This bilateral treaty, when in force, will be critical to building a thriving space sector in Canada. Today’s announcement is a clear signal that Canada is open for business and looks forward to welcoming U.S. clients to launch from Canada’s first commercial spaceport, Spaceport Nova Scotia. As Canada continues to expand its presence in space exploration and satellite launches, securing and maintaining relationships with key international partners like the United States is crucial for sustained growth and success.”

-          Stephen Matier, President and CEO, Maritime Launch Services
Quick facts
 In 2021, the Canadian space sector contributed over $2.8 billion to Canada’s GDP and over 11,600 jobs to the Canadian economy.

A commercial space launch refers to the launch by a private company of a space object, such as a satellite.

 The Government of Canada is currently in the process of modernizing its regulatory framework around commercial space launch activities. This process involves taking measures to enable commercial space launch activities in Canada that are safe, secure and environmentally sustainable.",Canada
010824,"Minister Ng strengthens Canada-United States trade relations during visit to Buffalo, New York State, and Southern Ontario","News release
August 1, 2024 - Ottawa, Ontario - Global Affairs Canada

Yesterday, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, concluded her 2-day visit to Buffalo, New York State, and Southern Ontario, during which she met with local businesses, spoke with government officials and promoted bilateral trade. The visit was part of the Government of Canada’s ongoing Team Canada engagement strategy with the United States. The strategy centres on promoting Canadian interests in and with the United States, one of Canada’s closest allies.

Minister Ng kicked off her tour in St. Catharines, Ontario, at the Port Weller Dry Docks Shipyard. The shipyard is critical to the movement of goods across the Canada-United States border and is a vital part of Canada’s economy. She then visited one of North America’s busiest border crossings, the Peace Bridge Port of Entry. While there, she spoke with representatives of the Canada Border Services Agency and U.S. Customs and Border Protection about keeping both sides of the border secure while remaining open to trade and travel.

The Minister then visited businesses in Buffalo, including Sucro Sourcing LLC, a sugar refiner that is investing US$100 million to expand its Hamilton facilities. She stopped by Viridi Parente, an innovative company that designs and builds reliable energy storage systems. Minister Ng then attended a business round table with representatives from Southern Ontario and New York State. She spoke about how Canadian investments in and trade with the United States help create jobs in both regions and how the Canada-United States-Mexico Agreement supports the North American economy.

Minister Ng’s trip ended in Hamilton, Ontario, where she visited Longan Vision Corp., a business developing advanced technology for people working in dangerous climates. Representatives of Longan Vision took part in April’s Indo-Pacific Trade Mission to the Republic of Korea, and the Minister heard about their experience.

Quotes
“Businesses in Canada and the United States work together every day to support millions of jobs on both sides of the border. As part of a Team Canada approach, I was proud to engage with the Canadian businesses, workers and communities that are creating good middle-class jobs and succeeding at home and abroad.”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development
Quick facts
In 2022, Ontario’s nominal GDP was estimated at over $1 trillion, an increase of 3.9% from 2021.

In 2023, the value of Ontario’s total merchandise exports was $302.3 billion, a 10.6% increase from 2022.

Ontario’s top 5 exports are vehicles and parts, machinery and equipment, precious stones and metals, electronics and plastics.

In 2023, trade with Canada supported 520,300 employees in New York State, in addition to 65,250 employees at Canadian-owned businesses across the state.

In 2023, Erie County and Greater Buffalo exported goods worth $1.9 billion and services worth $915 million to Canada annually.

Associated links
Canada-United States relations
Canada-United States bilateral trade
Canada’s Indo-Pacific Strategy
Canada-United States-Mexico Agreement
Minister Ng promotes renewed Team Canada engagement during Washington, D.C., visit
Minister Ng, Minister Champagne and Ambassador Hillman promote Canada-United States economic ties in Windsor and Detroit
Minister Ng promotes Canada-Texas economic ties during visit to Austin",Canada
260724,Minister Ng promotes international trade opportunities in British Columbia,"News release
July 26, 2024 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, today concluded a week-long visit to British Columbia, where she connected with local businesses and government officials to advance international trade opportunities across a variety of key sectors.

Minister Ng began her visit in Whistler at the 33rd Pacific NorthWest Economic Region Annual Summit. There, she joined hundreds of leaders from Canada and the United States to strengthen ties between provinces, territories and states in the Pacific Northwest region. She highlighted Canada’s work to advance the trade relationship with the United States, as well as our shared efforts to address challenges and promote prosperity.

Following the summit, the Minister engaged with representatives of the District of Squamish and led a round-table with the Greater Vancouver Board of Trade, where she met companies that have succeeded in the international market thanks to the Trade Accelerator Program run by World Trade Centre - Vancouver. She also met with representatives of British Columbia-based businesses, such as the Indigenous-owned Skwálwen Botanicals Ltd., the experimental design studio Tangible Interaction Design, and Clio, a software developer that is growing with the help of Canada’s Global Hypergrowth Project. Throughout her discussions, Minister Ng heard about exporters’ needs, and discussed ways for them to expand globally.

Minister Ng concluded her tour by participating in a round-table meeting with women exporters and entrepreneurs in Vancouver, hosted by the Asia Pacific Foundation of Canada. There, she showcased international trade opportunities for women-owned businesses, including in the Indo-Pacific region, and expressed Canada’s continued commitment to empowering women in trade.

Quotes
“British Columbia and the wider Pacific Northwest make important contributions to our global economy and shared prosperity. It has been a pleasure to hear from world-class businesses and engage with local, provincial and territorial government leaders from across the region. Together, we will continue to help our exporters thrive and bring more of Canada to the world.”

- Mary Ng, Minister of Export Promotion, International Trade and Economic Development
Quick facts
In 2022, 3.6 million jobs in Canada were supported by exports. These included direct jobs and jobs generated in all upstream industries.

In 2023, British Columbia’s total worldwide merchandise exports were valued at $57.4 billion. Its top 3 exports were mineral fuels and oils, wood and related products, and mineral ores.

In 2022, British Columbia’s GDP was valued at $395.2 billion, a 3.8% increase in real terms from 2021.",Canada
200724,"Minister Hussen announces a total of $41.15 million in funding for projects in Guatemala and Honduras and attends Americas Partnership for Economic Prosperity meeting in Washington, D.C.","News release
July 19, 2024 - Ottawa, Ontario - Global Affairs Canada

From July 14 to 16, 2024, the Honourable Ahmed Hussen, Minister of International Development, visited Central America and announced $35.75 million in development funding and $5.4 million in humanitarian funding, met with counterparts and saw first-hand the impact of Canadian development projects in Guatemala and Honduras.

Minister Hussen began his program in Guatemala with a visit to a migrant and refugee assistance centre, where he heard from representatives of the International Organization for Migration (IOM), the Guatemalan Red Cross and the United Nations Refugee Agency (UNHCR), as well as from local authorities and migrants about the challenges migrants face in their journeys. These partners protect and improve the living conditions of women and girls affected by migration and forced displacement, through services ranging from immediate health and protection services to help for starting local businesses.

At Guatemala City’s San Juan de Dios Hospital, accompanied by representatives of Guatemala’s Ministry of Public Health and Social Assistance and the Tula Foundation, Minister Hussen saw Tula’s Kawok digital health platform in action. Kawok supports community health workers, nurses, doctors, supervisors and epidemiologists in their daily work. The Tula Kawok digital health platform provides community-level care in remote regions and monitors thousands of pregnant women and children to ensure they receive timely and appropriate care and counselling.

As part of the development funding for Central America, Minister Hussen announced $6.15 million in support for Empowering Indigenous Adolescents and Women for Equitable Sexual and Reproductive Health and Rights in Guatemala, a project led by the Tula Foundation that supports the Ministry of Public Health and Social Assistance to reduce the rates of teenage pregnancy and maternal mortality among the country’s Indigenous population.

The Minister also met the President of Guatemala, Bernardo Arévalo, as well as Vice-President Karin Herrera and Secretary of Planning and Programming Carlos Mendoza, reaffirming Canada’s support for Guatemala’s development priorities and its efforts to mitigate irregular migration.

On July 16, Minister Hussen travelled to Honduras, where he met with Gerardo Torres Zelaya, Vice-minister of External Relations and Cindy Rodriguez, Vice-minister of Cooperation, underlining the importance of continuing high-level bilateral engagement. They discussed ongoing collaboration on fighting climate change and empowering women entrepreneurs, as well as Canada’s potential contributions to Honduran priorities for development assistance and the promotion of democratic values.

Minister Hussen also met with representatives of the UN, IOM, UNHCR and the United States Agency for International Development and discussed the current context of irregular migration and strengthening collaboration between partners and governments.

In Tegucigalpa, Honduras, local entrepreneurs welcomed Minister Hussen, where he announced $10.7 million in development funding for Sabores de Honduras [tastes of Honduras]: Empowering Women and Youths in Coffee and Honey Value Chains, a project that will enable the Canadian Cooperation Society for International Development, a Government of Canada partner, to contribute to the financial empowerment of women and young people.

During his trip, Minister Hussen strengthened Canada’s bilateral relations with both Guatemala and Honduras and exchanged views on issues including migration, inclusive economic growth, women’s empowerment and the needs of Indigenous populations and of at-risk youths. These issues inform the core objectives of Canada’s Feminist International Assistance Policy, which aims to empower women and girls and promote gender equality, human dignity and inclusive governance.

While in the region, the Minister also announced:

$5 million for the Inclusive Economic Development project, which aims to increase the economic empowerment of women and youths in Guatemala
an extension of $5 million in funding for the Justice, Governance and Fight Against Impunity in Honduras project, to increase the access to justice of vulnerable populations, especially women
$3.9 million for the project Feminist Partnerships to Strengthen the Agenda for Gender Equality to improve responses to threats against women’s rights and gender equality, particularly in El Salvador, Guatemala and Honduras
$5 million for the project Improving Livestock Sustainability and Climate Adaptation, to empower members of cattle ranching families, particularly women, youths and Indigenous Peoples
In addition to this development funding, the Minister announced $5.4 million in humanitarian assistance funding to provide emergency food assistance, health and protection services to the most vulnerable people in the region.

On July 17 and 18, Minister Hussen travelled to Washington, D.C., to attend the Americas Partnership for Economic Prosperity (APEP) foreign affairs ministerial meeting, where he reaffirmed Canada’s commitment to ongoing collaboration with APEP’s 12 member countries to fulfill the Americas’ potential to foster inclusive, sustainable and shared prosperity for all.

During APEP, members reviewed the progress on commitments made by leaders at the inaugural APEP Summit, held in 2023, and identified opportunities to build on the initiative’s early successes. This includes expanding entrepreneurship to foster greater innovation, broadening access to training in the digital economy, advancing clean energy and decarbonization goals, bolstering the rule of law and strengthening food security and sustainable food production.

Quotes
“Women and girls are powerful agents of change for development and economic growth. That is why Canada will continue to support projects in Central America that empower them to reach their full potential, access education and skills training, and participate fully in the inclusive, green economy of today and tomorrow.”

- Ahmed Hussen, Minister of International Development 
Quick facts
Guatemala and Honduras are key points of origin and transit for irregular migration. Canada is working with Guatemala and Honduras to address the root causes of this phenomenon and decrease the number of irregular migrants to North America. 

The Feminist International Assistance Policy recognizes that promoting gender equality and empowering women and girls requires the transformation of social norms and power relations. This objective is also essential to the achievement of all other development priorities and the best way to build a more peaceful, more inclusive and more prosperous world. ",Canada
